Tick,StoppedRobots,AvgDistance
908,40,2.00407
909,38,2.0044
910,40,2.00532
911,38,2.00553
912,40,2.0062
913,40,2.00714
914,36,2.00786
915,39,2.00848
916,44,2.00883
917,39,2.0089
918,42,2.00831
919,42,2.00782
920,40,2.00773
921,42,2.00758
922,40,2.00733
923,42,2.00739
924,42,2.00754
925,38,2.00739
926,38,2.00753
927,43,2.00774
928,38,2.00714
929,41,2.00574
930,41,2.00403
931,39,2.0031
932,41,2.00184
933,39,2.00034
934,41,1.99908
935,41,1.99803
936,38,1.99698
937,38,1.99652
938,43,1.99565
939,38,1.99469
940,41,1.99316
941,40,1.9915
942,37,1.99064
943,39,1.98984
944,37,1.98921
945,39,1.98915
946,40,1.98958
947,37,1.99001
948,37,1.9897
949,42,1.98954
950,37,1.98942
951,41,1.98868
952,41,1.98769
953,38,1.98735
954,40,1.98697
955,38,1.98663
956,40,1.98664
957,41,1.98721
958,38,1.98814
959,38,1.98876
960,43,1.9894
961,38,1.9903
962,42,1.99058
963,42,1.9908
964,39,1.99164
965,41,1.99251
966,38,1.99347
967,40,1.99419
968,41,1.99541
969,38,1.99712
970,37,1.99846
971,42,1.99988
972,37,2.00124
973,41,2.00183
974,41,2.00224
975,38,2.00277
976,40,2.0032
977,37,2.00364
978,39,2.00391
979,40,2.0048
980,38,2.00558
981,37,2.00633
982,42,2.00713
983,37,2.00776
984,41,2.00784
985,41,2.00766
986,38,2.00779
987,40,2.00785
988,37,2.00793
989,39,2.00775
990,39,2.00804
991,37,2.0087
992,36,2.00946
993,41,2.01014
994,36,2.01056
995,40,2.00993
996,41,2.00907
997,38,2.00844
998,40,2.00781
999,37,2.0072
1000,40,2.00649
1001,40,2.00631
1002,38,2.00631
1003,37,2.00594
1004,43,2.00568
1005,39,2.00566
1006,42,2.00576
1007,43,2.00622
1008,40,2.00697
1009,42,2.00708
1010,39,2.00708
1011,42,2.00697
1012,42,2.00736
1013,40,2.00768
1014,38,2.00795
1015,43,2.00774
1016,39,2.00785
1017,42,2.00804
1018,43,2.00875
1019,40,2.00955
1020,42,2.00965
1021,39,2.00967
1022,42,2.00982
1023,43,2.01029
1024,41,2.01084
1025,39,2.01105
1026,44,2.01076
1027,40,2.01087
1028,43,2.01115
1029,44,2.01187
1030,41,2.01258
1031,43,2.01277
1032,40,2.01285
1033,42,2.01307
1034,43,2.01373
1035,41,2.01469
1036,39,2.0151
1037,44,2.01548
1038,40,2.01631
1039,43,2.01666
1040,44,2.01754
1041,40,2.01852
1042,42,2.01905
1043,39,2.01956
1044,41,2.02026
1045,42,2.02136
1046,41,2.02249
1047,39,2.02352
1048,44,2.02456
1049,40,2.02585
1050,43,2.02675
1051,45,2.02779
1052,41,2.02882
1053,42,2.02944
1054,39,2.03003
1055,41,2.03076
1056,41,2.03181
1057,40,2.03243
1058,38,2.03322
1059,43,2.03403
1060,39,2.03478
1061,42,2.03545
1062,44,2.03624
1063,41,2.03684
1064,41,2.03717
1065,38,2.03739
1066,40,2.03755
1067,40,2.03789
1068,39,2.03827
1069,37,2.03846
1070,42,2.03864
1071,38,2.03903
1072,41,2.03907
1073,43,2.03927
1074,41,2.03962
1075,42,2.03993
1076,39,2.04024
1077,41,2.04073
1078,41,2.04156
1079,40,2.04236
1080,39,2.043
1081,44,2.04353
1082,40,2.04396
1083,44,2.04425
1084,46,2.04462
1085,43,2.0453
1086,44,2.04583
1087,41,2.04631
1088,43,2.04698
1089,43,2.04795
1090,41,2.04888
1091,40,2.04982
1092,45,2.05068
1093,40,2.05145
1094,44,2.05195
1095,46,2.05256
1096,44,2.05342
1097,45,2.05412
1098,42,2.05437
1099,44,2.05468
1100,44,2.05524
1101,42,2.05582
1102,41,2.05639
1103,46,2.05686
1104,42,2.0572
1105,45,2.05734
1106,46,2.05746
1107,44,2.05822
1108,45,2.05888
1109,42,2.05907
1110,44,2.05921
1111,44,2.05955
1112,42,2.05975
1113,41,2.05972
1114,45,2.05956
1115,42,2.0597
1116,45,2.05977
1117,46,2.05936
1118,44,2.05991
1119,45,2.06011
1120,42,2.06009
1121,44,2.05983
1122,44,2.05978
1123,42,2.06031
1124,41,2.06047
1125,45,2.06004
1126,42,2.05978
1127,45,2.05978
1128,46,2.05928
1129,44,2.05932
1130,45,2.05947
1131,42,2.05961
1132,44,2.05951
1133,44,2.05944
1134,43,2.05991
1135,42,2.06026
1136,46,2.05976
1137,43,2.05914
1138,46,2.05889
1139,47,2.05845
1140,45,2.05851
1141,46,2.05845
1142,43,2.05833
1143,45,2.0579
1144,44,2.05764
1145,43,2.0584
1146,42,2.05894
1147,46,2.05863
1148,43,2.05815
1149,46,2.05795
1150,47,2.05759
1151,45,2.05762
1152,46,2.05761
1153,43,2.05755
1154,44,2.05717
1155,43,2.05693
1156,42,2.0575
1157,41,2.05791
1158,45,2.05752
1159,42,2.05674
1160,45,2.05626
1161,46,2.05562
1162,44,2.05537
1163,45,2.05501
1164,43,2.05463
1165,44,2.05425
1166,43,2.05408
1167,42,2.05452
1168,41,2.05464
1169,44,2.05422
1170,41,2.05362
1171,44,2.05279
1172,45,2.05182
1173,43,2.05123
1174,44,2.05053
1175,42,2.04982
1176,43,2.04912
1177,42,2.04867
1178,41,2.04869
1179,41,2.04889
1180,44,2.04883
1181,41,2.04853
1182,42,2.04799
1183,43,2.04709
1184,41,2.04669
1185,42,2.04642
1186,40,2.04624
1187,41,2.04616
1188,40,2.04644
1189,39,2.04731
1190,38,2.04775
1191,41,2.04812
1192,39,2.04877
1193,39,2.04916
1194,40,2.04972
1195,38,2.05044
1196,40,2.05101
1197,38,2.05158
1198,39,2.0522
1199,39,2.05319
1200,38,2.05468
1201,37,2.0553
1202,41,2.0557
1203,40,2.0562
1204,41,2.05623
1205,43,2.05627
1206,40,2.05657
1207,41,2.05578
1208,39,2.05519
1209,39,2.0546
1210,40,2.05453
1211,39,2.05496
1212,38,2.05407
1213,42,2.05284
1214,40,2.05195
1215,40,2.05122
1216,42,2.05058
1217,40,2.0498
1218,41,2.04851
1219,39,2.04703
1220,39,2.04555
1221,40,2.04485
1222,39,2.04452
1223,39,2.0432
1224,43,2.04188
1225,41,2.041
1226,41,2.04032
1227,43,2.03983
1228,41,2.03909
1229,42,2.03798
1230,41,2.03681
1231,41,2.03549
1232,42,2.03544
1233,39,2.03615
1234,39,2.03557
1235,43,2.03432
1236,41,2.03352
1237,41,2.03289
1238,43,2.03243
1239,41,2.03164
1240,41,2.03071
1241,40,2.02927
1242,40,2.02775
1243,42,2.02743
1244,39,2.02753
1245,38,2.0262
1246,42,2.0245
1247,41,2.02309
1248,41,2.02182
1249,43,2.02137
1250,41,2.02082
1251,41,2.02021
1252,40,2.01965
1253,40,2.01915
1254,42,2.01942
1255,40,2.02019
1256,39,2.02034
1257,42,2.02038
1258,41,2.02007
1259,41,2.01978
1260,43,2.02028
1261,41,2.02072
1262,41,2.02108
1263,40,2.02152
1264,40,2.02199
1265,42,2.02315
1266,40,2.02473
1267,39,2.02554
1268,42,2.02611
1269,41,2.0262
1270,40,2.02693
1271,43,2.02794
1272,41,2.02855
1273,41,2.02885
1274,40,2.02911
1275,40,2.0294
1276,42,2.03029
1277,40,2.03147
1278,39,2.03197
1279,41,2.03201
1280,41,2.03211
1281,39,2.03247
1282,42,2.03321
1283,40,2.03347
1284,40,2.03348
1285,39,2.03334
1286,39,2.03316
1287,41,2.03357
1288,39,2.03428
1289,39,2.0341
1290,41,2.03355
1291,41,2.03313
1292,39,2.03304
1293,42,2.03326
1294,40,2.03315
1295,40,2.0329
1296,39,2.03264
1297,39,2.03243
1298,41,2.03291
1299,39,2.03382
1300,39,2.03403
1301,41,2.03397
1302,41,2.03393
1303,39,2.03422
1304,42,2.03473
1305,40,2.03502
1306,40,2.03518
1307,39,2.03528
1308,39,2.03544
1309,41,2.03644
1310,39,2.03782
1311,40,2.03847
1312,42,2.0388
1313,42,2.03901
1314,40,2.03948
1315,42,2.04045
1316,41,2.04111
1317,41,2.04177
1318,40,2.04223
1319,40,2.04274
1320,42,2.0439
1321,39,2.04583
1322,39,2.04719
1323,41,2.0482
1324,41,2.04918
1325,40,2.05051
1326,41,2.05211
1327,39,2.05305
1328,39,2.05396
1329,39,2.0545
1330,39,2.05494
1331,41,2.05633
