Tick,StoppedRobots,AvgDistance
1048,93,1.61868
1049,88,1.61847
1050,86,1.61844
1051,90,1.61845
1052,94,1.61837
1053,94,1.61852
1054,88,1.61864
1055,85,1.61879
1056,90,1.61896
1057,86,1.61901
1058,87,1.61909
1059,93,1.61921
1060,88,1.61928
1061,86,1.6194
1062,89,1.61935
1063,94,1.61919
1064,94,1.61908
1065,88,1.61917
1066,85,1.61912
1067,90,1.61914
1068,87,1.61902
1069,88,1.61893
1070,94,1.61878
1071,89,1.61864
1072,87,1.61857
1073,90,1.61852
1074,95,1.61843
1075,95,1.61835
1076,89,1.61824
1077,86,1.61817
1078,90,1.61799
1079,87,1.61776
1080,88,1.6177
1081,94,1.61758
1082,89,1.61749
1083,87,1.61746
1084,90,1.61745
1085,95,1.61737
1086,95,1.61733
1087,89,1.61726
1088,86,1.61724
1089,90,1.61701
1090,87,1.61673
1091,88,1.6167
1092,94,1.61662
1093,89,1.61657
1094,87,1.61658
1095,89,1.61662
1096,94,1.61663
1097,94,1.61665
1098,88,1.61662
1099,85,1.6166
1100,89,1.61631
1101,86,1.61586
1102,87,1.61567
1103,92,1.61551
1104,87,1.61537
1105,86,1.61543
1106,88,1.6154
1107,92,1.61535
1108,92,1.61531
1109,86,1.61529
1110,83,1.61541
1111,86,1.61521
1112,82,1.61507
1113,84,1.61502
1114,90,1.61495
1115,85,1.61488
1116,84,1.61488
1117,87,1.61492
1118,91,1.6149
1119,91,1.61491
1120,85,1.61486
1121,83,1.61473
1122,87,1.61444
1123,83,1.61433
1124,84,1.61412
1125,91,1.61412
1126,86,1.61416
1127,85,1.61413
1128,88,1.6141
1129,92,1.61403
1130,92,1.61398
1131,86,1.61391
1132,84,1.61391
1133,88,1.61394
1134,84,1.61396
1135,84,1.6138
1136,91,1.61378
1137,86,1.61371
1138,85,1.61357
1139,88,1.61344
1140,92,1.61329
1141,92,1.61315
1142,86,1.61297
1143,84,1.61283
1144,88,1.61276
1145,84,1.61276
1146,84,1.61254
1147,91,1.61243
1148,86,1.61231
1149,85,1.6121
1150,88,1.61188
1151,92,1.61159
1152,92,1.61122
